Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent
M-0493,Aluminum,396.91,23.6,0.76,41.79,11.98
M-0024,Cotton,228.78,66.96,0.73,39.22,16.47
M-0205,Paper,238.45,60.14,0.23,35.5,81.94
M-1374,Plastic,237.99,88.04,0.49,27.5,65.49
M-0685,,112.84,72.39,0.07,20.08,2.3
M-1305,Plastic,432.49,18.69,0.44,,80.14
M-1147,Bamboo,327.19,83.41,0.15,25.41,70.61
M-0847,Plastic,173.37,97.82,0.75,3.56,20.94
M-1191,Glass,76.35,37.48,0.34,14.17,36.35
M-0009,,452.25,35.11,0.43,21.44,99.92
M-1224,Bamboo,283.14,71.47,0.71,48.48,90.58
M-0940,Plastic,394.16,,0.98,8.14,83.78
M-1480,Cotton,184.96,61.55,0.6,40.56,52.51
M-0683,Bamboo,269.98,12.45,0.48,13.17,19.34
M-1185,Cotton,354.41,72.2,0.49,38.96,26.25
M-0731,Glass,418.03,46.58,0.16,32.61,34.3
M-0865,Paper,199.85,23.93,0.25,14.22,24.53
M-0963,Wood,401.34,22.03,0.26,20.65,23.71
M-0302,Aluminum,288.02,15.54,0.69,19.87,52.73
M-1174,Bamboo,209.97,8.7,,13.85,
M-1029,Steel,164.6,36.69,0.24,42.34,89.73
M-1494,Plastic,,10.28,0.91,43.23,41.17
M-1205,Steel,499.26,94.46,0.45,45.43,89.38
M-1258,Glass,399.52,49.18,0.85,45.84,25.74
M-0948,Cotton,110.82,88.25,0.51,42.27,68.95
M-1177,Bamboo,,58.52,,47.43,85.33
M-1031,Bamboo,67.29,47.87,0.07,41.52,45.55
M-0127,Plastic,,,0.17,,19.28
M-1033,Aluminum,257.66,86.22,,38.35,87.92
M-0399,Cotton,432.76,46.11,0.73,31.66,44.3
M-1449,Wood,295.99,93.65,0.39,40.63,57.72
M-1381,Wood,123.01,76.28,0.56,21.19,77.84
M-0548,Paper,97.06,64.12,0.15,48.89,48.75
M-0027,Wood,153.16,75.64,0.82,9.14,73.68
M-0807,Cotton,324.94,62.35,0.66,24.12,18.86
M-0001,Bamboo,102.6,13.92,0.9,19.92,28.74
M-1223,Aluminum,172.88,62.92,0.53,32.73,16.16
M-0840,Steel,372.92,29.04,0.73,2.04,7.42
M-1008,Steel,269.53,24.59,0.78,33.51,88.17
M-0609,Paper,,8.42,0.57,1.98,19.71
M-0781,Aluminum,190.09,23.9,0.27,31.53,8.46
M-0267,Paper,131.26,6.82,0.89,,24.13
M-0946,Bamboo,80.68,53.04,0.88,8.64,67.81
M-0474,Paper,474.63,48.51,0.81,7.93,30.23
M-1272,Wood,302.08,49.57,0.44,11.38,84.18
M-0411,Glass,421.62,49.87,0.51,10.02,72.99
M-0655,Wood,348.71,54.64,0.99,5.86,36.36
M-0288,Steel,376.15,18.57,0.79,43.98,44.86
M-0281,Paper,66.65,69.3,0.67,27.73,66.67
M-0550,Bamboo,,23.06,,9.02,63.94
M-1491,Aluminum,407.56,90.91,0.98,9.38,71.02
M-0184,Glass,286.56,32.4,0.22,4.14,12.88
M-0534,Aluminum,54.4,80.35,0.06,6.27,62.25
M-0018,,444.54,71.75,0.43,24.0,23.23
M-0077,Paper,205.86,83.01,0.47,5.05,19.72
M-1456,Steel,463.13,89.06,0.38,41.08,25.51
M-1011,Steel,254.47,24.41,0.48,6.9,61.38
M-0671,Aluminum,192.27,35.9,0.1,,19.62
M-1256,Plastic,391.73,64.15,,40.57,36.37
M-1403,Aluminum,370.41,83.62,0.91,16.71,10.31
M-1146,Wood,379.88,99.63,0.08,14.62,84.88
M-0060,Steel,100.96,37.8,0.05,44.8,31.65
M-0244,Aluminum,315.6,41.72,0.05,14.46,8.34
M-0612,Plastic,144.8,31.84,0.6,26.38,45.38
M-1409,Bamboo,252.66,63.44,0.47,,40.23
M-1403,Aluminum,370.41,83.62,0.91,16.71,10.31
M-0982,Cotton,330.75,62.74,0.07,45.66,14.11
M-1498,,424.12,44.06,0.86,4.63,59.09
M-0202,Cotton,349.27,96.81,0.83,12.7,47.38
M-1237,Aluminum,377.57,38.72,0.73,47.57,78.4
M-0180,Glass,166.05,89.4,0.12,36.08,63.81
M-1377,Paper,335.6,5.06,0.55,40.58,12.69
M-0571,Wood,161.2,92.99,0.58,42.3,24.6
M-0837,,362.82,43.77,0.39,38.22,41.74
M-1435,Paper,343.92,69.35,0.75,35.01,28.88
M-0684,Paper,350.09,56.73,0.92,49.41,21.04
M-0665,Aluminum,289.03,26.31,0.41,26.35,48.53
M-1200,Steel,245.31,,0.85,28.03,27.89
M-0645,Cotton,201.65,19.4,0.95,23.73,27.82
M-1226,Wood,473.31,81.27,0.45,46.31,15.37
M-0949,Wood,483.4,14.74,0.14,11.26,34.4
M-0095,Wood,116.9,94.46,0.16,48.08,90.94
M-0225,,64.03,55.67,0.27,1.48,54.66
M-0538,Bamboo,207.78,23.71,0.58,41.16,28.35
M-0840,Steel,372.92,29.04,0.73,2.04,7.42
M-0161,Bamboo,315.63,70.39,0.04,34.7,41.61
M-0564,Bamboo,417.78,20.46,0.88,14.79,36.26
M-1341,Bamboo,399.03,95.39,0.04,23.24,86.27
M-0046,Paper,442.46,5.73,0.66,7.59,28.56
M-0991,Plastic,422.39,44.5,0.72,46.07,60.38
M-1379,Wood,446.87,80.3,0.34,28.24,86.74
M-1296,Plastic,375.27,19.72,0.6,5.22,10.08
M-1164,Wood,215.74,39.24,0.2,20.41,4.93
M-0113,Cotton,285.98,33.03,0.37,27.65,95.78
M-0444,Cotton,329.41,,0.73,30.09,17.64
M-0358,Cotton,391.21,,0.05,,24.47
M-1445,Glass,99.95,37.78,,28.53,37.78
M-0327,Glass,222.95,98.0,0.43,,57.4
M-0319,Bamboo,209.58,81.33,0.67,,15.48
M-0670,Bamboo,470.24,33.78,0.18,29.7,
M-0350,Bamboo,207.56,17.71,0.03,36.05,
M-0977,Cotton,279.24,27.95,0.92,6.95,9.61
M-0163,,330.87,51.13,0.01,37.09,20.06
M-0992,Paper,380.13,45.75,0.11,5.65,16.39
M-0790,Bamboo,286.32,54.28,0.09,43.46,39.37
M-0933,Aluminum,338.44,34.43,0.94,6.7,61.49
M-0577,,131.95,74.24,0.02,32.23,21.46
M-1451,Cotton,489.56,63.09,0.3,28.99,19.13
M-0849,Bamboo,88.55,5.79,0.41,10.71,99.74
M-1431,Aluminum,187.39,76.32,0.39,33.12,0.68
M-1083,Steel,312.09,21.14,0.65,27.37,20.62
M-0580,Plastic,274.19,7.77,0.81,27.21,57.35
M-0728,Glass,393.03,6.08,0.36,8.35,1.28
M-0719,Cotton,441.84,94.97,0.95,46.89,61.42
M-0321,Cotton,183.34,43.48,0.32,48.8,36.5
M-0656,Steel,263.58,10.19,0.68,31.52,21.68
M-0407,Wood,121.37,83.11,0.54,34.13,
M-0447,Glass,488.07,69.37,0.03,22.95,13.11
M-0425,Cotton,335.3,89.57,0.87,47.94,9.68
M-0389,Aluminum,266.26,95.32,0.67,1.86,66.91
M-1261,Bamboo,65.13,36.85,0.17,3.56,
M-1017,Plastic,381.81,50.05,0.86,49.09,28.25
M-1400,Steel,422.71,99.96,0.13,43.09,25.23
M-0406,Paper,388.72,44.57,0.01,7.36,
M-0149,Aluminum,55.85,66.35,0.54,20.33,32.01
M-0110,Bamboo,79.57,18.5,0.83,25.42,63.39
M-1022,Aluminum,403.26,5.95,0.4,46.49,70.88
M-0996,,266.6,21.31,0.05,30.73,59.94
M-0567,Plastic,286.88,,0.72,6.9,3.93
M-0221,Glass,348.65,26.64,0.97,34.67,19.89
M-0706,Steel,468.93,70.99,,31.5,99.89
M-0329,Cotton,148.21,38.99,0.77,45.68,55.67
M-0100,Steel,317.92,5.96,0.07,34.95,7.17
M-0036,Steel,458.8,31.3,0.1,35.77,
M-0764,Plastic,58.2,38.53,0.63,25.59,11.29
M-1194,Cotton,,99.58,0.36,2.59,16.39
M-0050,Wood,465.12,37.19,0.57,2.33,52.68
M-1209,Aluminum,336.28,71.23,0.19,3.01,15.03
M-1348,Bamboo,,57.5,0.26,13.35,19.11
M-0094,,482.48,38.7,0.41,,8.54
M-0369,Glass,169.52,85.06,0.14,27.98,69.26
M-0062,Bamboo,427.5,88.05,0.46,31.14,5.21
M-1478,Cotton,,13.77,0.88,5.4,12.58
M-0569,Bamboo,86.73,,0.41,46.51,44.27
M-1131,Plastic,360.0,39.99,0.2,30.43,5.4
M-0727,Glass,413.53,84.7,0.42,3.44,66.74
M-0743,Plastic,152.27,57.51,0.57,23.52,33.68
M-0816,Steel,240.68,30.4,0.9,39.9,89.41
M-1278,Bamboo,491.58,77.13,0.05,41.93,22.76
M-0407,Wood,121.37,83.11,0.54,34.13,
M-0035,Wood,131.72,18.3,0.8,23.56,72.92
M-0300,Cotton,59.57,11.27,0.2,7.65,48.71
M-0663,Steel,171.39,74.29,0.67,35.81,25.41
M-0167,Cotton,,41.5,0.73,18.32,37.94
M-0788,Cotton,356.5,98.14,0.62,43.81,35.1
M-0637,Aluminum,398.06,53.16,0.96,28.73,9.47
M-1356,Paper,192.54,22.37,0.11,6.72,60.44
M-1318,Cotton,166.38,68.39,0.34,28.45,33.34
M-0226,Plastic,168.02,87.65,0.9,21.05,43.6
M-0107,Wood,66.45,90.73,0.35,9.29,62.8
M-1253,Cotton,457.81,99.74,0.85,24.25,9.58
M-1390,Aluminum,436.18,24.72,0.93,23.04,28.79
M-0908,Glass,187.49,11.08,0.55,36.44,66.94
M-1284,Aluminum,487.4,,0.6,1.45,10.93
M-0111,Cotton,398.99,6.11,0.81,30.56,7.19
M-1166,Plastic,374.93,58.79,0.92,21.81,24.48
M-0454,Wood,195.62,6.61,0.96,13.36,11.26
M-1046,Glass,88.16,11.32,0.32,44.18,0.07
M-0587,Wood,139.79,99.36,0.6,44.44,4.98
M-1242,Paper,121.51,62.65,0.57,15.65,
M-0561,Paper,86.05,28.5,0.28,9.16,96.69
M-0886,Steel,155.59,63.59,0.95,6.01,4.38
M-0805,Wood,152.64,67.39,0.46,42.56,
M-0680,Plastic,440.56,42.35,0.8,44.73,66.58
M-0342,Paper,342.34,81.38,0.34,26.74,92.32
M-0870,Wood,378.79,25.37,0.86,33.93,43.8
M-1292,Steel,302.55,81.86,0.59,40.44,26.83
M-0469,Steel,344.53,85.47,0.69,5.56,93.77
M-0428,,98.14,10.52,0.81,9.16,77.04
M-1135,Glass,122.03,8.2,0.11,,10.47
M-0104,Paper,454.12,88.0,0.94,,78.13
M-0365,Bamboo,316.82,35.05,0.6,21.64,51.71
M-0462,Steel,253.12,54.21,,48.45,17.08
M-0888,Wood,118.59,75.1,0.66,46.73,62.33
M-0378,Aluminum,233.8,70.27,0.95,,27.81
M-1126,Cotton,294.01,78.91,0.64,2.93,54.36
M-0230,Steel,318.58,80.45,,15.9,3.88
M-0525,Plastic,266.23,56.92,0.6,2.38,43.02
M-0371,Paper,449.94,79.95,0.29,,90.75
M-0025,Paper,408.78,,0.66,24.11,42.98
M-1346,Glass,406.78,66.25,0.44,14.34,90.53
M-1448,Cotton,439.05,68.45,0.06,18.42,28.96
M-1291,Aluminum,432.78,25.0,0.76,10.24,97.97
M-1182,Cotton,302.67,99.11,0.34,47.12,76.93
M-0677,Paper,52.22,81.64,0.24,39.06,10.06
M-0616,Glass,109.21,60.11,0.67,22.69,37.32
M-1173,Glass,328.82,77.42,0.6,3.85,17.85
M-0437,Cotton,,16.81,0.13,25.53,59.26
M-1359,Paper,174.61,93.08,0.77,46.89,74.23
M-0547,Steel,125.37,11.94,0.14,7.65,
M-0826,Paper,93.07,87.28,0.31,2.72,16.86
M-1467,Plastic,423.23,37.3,0.44,5.38,56.28
M-1265,Wood,,85.99,0.2,25.92,67.71
M-0927,Steel,86.41,68.1,0.05,28.52,74.93
M-0672,Wood,278.26,72.7,0.96,,69.01
M-0607,Bamboo,455.32,25.98,0.22,8.05,98.49
M-0341,Glass,474.23,83.14,0.73,16.27,9.09
M-0179,Aluminum,335.07,34.83,0.69,34.38,69.81
M-0841,Bamboo,361.6,47.77,0.58,,19.2
M-0043,Plastic,277.65,24.66,0.59,,39.85
M-0552,Paper,471.3,91.25,0.94,5.91,43.03
M-0857,Glass,80.43,73.73,0.85,25.16,18.79
M-0246,Wood,91.21,51.77,0.44,17.36,57.97
M-0594,Paper,377.23,95.34,0.83,1.82,48.93
M-0721,Plastic,305.16,41.15,0.91,39.77,81.79
M-0661,Cotton,142.63,26.89,0.08,20.91,42.42
M-0634,Aluminum,166.16,11.76,,49.79,56.12
M-0703,Aluminum,441.01,72.86,0.83,39.71,26.79
M-0045,Paper,58.15,5.52,0.03,38.95,46.74
M-0765,Steel,138.1,64.02,,,60.95
M-1354,Wood,,31.47,0.33,40.55,4.74
M-1039,Aluminum,79.99,90.67,0.49,48.36,2.44
M-0214,Bamboo,225.18,59.09,0.58,16.53,64.21
M-0360,Glass,119.25,10.96,0.58,23.51,41.59
M-0981,Paper,187.81,,0.12,29.35,52.75
M-1387,Aluminum,85.73,92.47,0.6,45.44,39.62
M-0509,Cotton,78.89,72.23,0.35,22.45,72.04
M-0586,Bamboo,342.65,92.36,0.05,30.18,23.41
M-0883,Glass,349.21,93.61,0.8,27.44,32.56
M-1157,Plastic,481.13,86.51,0.97,17.12,13.04
M-0099,Wood,275.99,61.4,0.71,23.05,59.9
M-1178,Cotton,266.44,64.34,0.23,,86.35
M-0292,Glass,405.83,,0.29,32.83,39.48
M-0922,Bamboo,445.09,29.72,0.88,31.67,56.14
M-0308,Plastic,230.87,33.46,0.04,37.06,24.7
M-1260,Glass,269.41,10.93,0.43,,3.97
M-1262,Glass,78.19,11.37,0.71,39.36,44.82
M-0468,Aluminum,356.22,97.55,0.5,,71.47
M-1295,Paper,437.06,87.14,0.62,25.25,45.1
M-1049,Steel,82.07,40.67,0.12,36.5,23.36
M-1207,Steel,339.15,,0.36,31.16,66.93
M-1247,Wood,480.48,86.98,0.12,19.22,20.95
M-0003,Steel,332.47,68.57,0.31,35.16,30.43
M-1416,Paper,490.6,46.63,0.98,38.08,36.32
M-0921,Steel,221.28,67.24,0.36,3.59,76.98
M-0738,Steel,362.96,52.96,0.35,46.68,96.14
M-0536,Wood,282.97,27.99,0.6,45.57,
M-0217,Paper,373.57,42.54,0.31,39.11,
M-0632,Paper,225.99,86.23,0.07,31.71,17.48
M-0005,Glass,112.67,88.5,0.27,43.29,0.14
M-0489,Aluminum,485.69,96.46,0.7,2.91,66.19
M-0052,Wood,118.64,59.34,0.94,1.52,11.05
M-1200,Steel,245.31,,0.85,28.03,27.89
M-0970,Glass,157.63,74.58,0.92,8.42,98.55
M-1385,Aluminum,373.71,13.91,0.96,32.33,68.15
M-0608,Cotton,239.77,8.7,0.63,1.42,94.58
M-1469,Paper,442.74,47.07,0.23,12.31,29.51
M-1307,Cotton,258.03,31.0,0.44,18.95,33.63
M-0057,Cotton,470.47,13.27,0.43,24.37,
M-0124,Bamboo,233.93,45.84,0.83,39.31,34.02
M-1414,Cotton,428.65,8.32,0.47,37.58,48.09
M-1286,Wood,207.28,17.32,0.38,13.27,9.9
M-1059,Wood,128.35,40.11,0.25,26.77,25.7
M-1066,Glass,485.54,67.86,0.93,46.74,51.59
M-1021,,256.75,29.06,0.01,18.15,50.39
M-0808,,234.96,12.31,0.68,25.03,50.79
M-1324,Wood,445.02,99.0,0.09,44.18,68.59
M-0377,Paper,89.14,13.48,0.68,22.46,7.05
M-0628,Wood,281.67,24.44,0.84,33.79,40.28
M-0772,Steel,470.5,46.11,0.58,42.81,50.58
M-0143,Paper,423.6,45.9,0.68,43.53,93.0
M-0834,Paper,273.55,60.82,0.77,13.65,12.02
M-0391,Glass,421.11,33.31,0.34,29.07,94.58
M-1331,Wood,62.23,50.9,0.07,44.2,31.38
M-0955,Glass,247.78,,0.42,5.43,4.92
M-0942,Steel,276.15,91.81,0.36,32.5,88.11
M-0331,Aluminum,403.86,16.68,0.69,2.96,33.56
M-1428,Glass,339.3,41.08,0.09,13.41,73.05
M-1427,Bamboo,175.67,21.48,0.89,,23.6
M-0481,Paper,452.34,76.01,0.7,41.25,0.93
M-0115,Bamboo,230.34,59.83,0.11,26.24,53.24
M-1026,Wood,191.93,83.03,0.83,32.98,2.57
M-0132,Steel,352.35,86.47,0.73,25.72,20.59
M-0480,Paper,234.2,50.99,0.19,46.26,42.34
M-0745,Glass,321.55,17.51,0.74,4.54,86.11
M-1424,Bamboo,435.08,15.6,0.03,4.1,29.85
M-0125,Steel,61.42,68.93,0.04,24.72,85.59
M-0555,Aluminum,369.08,54.54,0.83,,4.06
M-1306,Bamboo,351.06,64.28,0.66,35.94,39.76
M-0937,Wood,465.24,38.9,,39.61,74.72
M-0303,Glass,472.58,,0.82,47.21,92.99
M-0906,Plastic,471.63,66.69,0.17,2.59,75.33
M-0629,Bamboo,211.66,61.16,0.15,22.96,58.88
M-1076,Steel,288.64,76.42,0.16,10.47,85.67
M-0201,Bamboo,320.23,30.67,0.02,15.2,75.27
M-0108,Paper,262.43,11.31,0.55,48.9,27.52
M-0070,Wood,,,0.48,29.41,70.98
M-0692,Wood,92.26,62.15,0.83,12.48,7.51
M-0012,Bamboo,190.27,62.18,0.73,41.5,
M-0017,Paper,393.11,61.21,0.6,15.25,97.51
M-0228,Wood,73.14,80.1,0.55,34.98,82.79
M-0624,Plastic,271.53,44.85,0.4,41.67,60.42
M-0983,Paper,287.17,28.31,0.72,28.15,0.08
M-0751,Cotton,,68.91,0.6,32.76,54.29
M-1030,Steel,428.39,80.2,0.23,10.55,51.82
M-1244,Bamboo,110.91,88.88,0.65,11.67,31.48
M-0698,Plastic,427.15,53.34,0.8,1.35,25.6
M-0579,Plastic,346.42,45.73,0.09,18.72,18.91
M-1096,Plastic,158.31,73.06,0.39,4.58,61.45
M-0277,Aluminum,437.92,25.02,0.4,32.31,4.01
M-0384,Steel,149.08,20.86,0.63,10.22,16.22
M-1209,Aluminum,336.28,71.23,0.19,3.01,15.03
M-0314,Bamboo,238.0,11.93,0.25,14.68,77.85
M-1486,Bamboo,316.95,49.74,0.01,28.6,54.8
M-1005,Aluminum,489.14,37.03,0.86,20.62,24.72
M-1218,Plastic,213.01,68.44,,4.46,3.28
M-0779,Cotton,411.36,68.79,0.57,36.28,64.05
M-1167,Steel,448.79,34.71,0.33,19.89,68.06
M-0864,Plastic,195.95,13.68,0.11,27.7,39.72
M-1015,Steel,117.52,80.31,0.54,42.28,65.94
M-1012,Steel,429.96,53.24,0.99,42.73,8.77
M-1092,Bamboo,244.43,59.99,0.95,32.62,
M-0878,Plastic,291.12,12.71,0.5,15.7,
M-1241,Steel,394.48,13.03,0.98,30.59,65.48
M-0568,Cotton,379.22,6.15,0.04,29.46,65.49
M-1158,Aluminum,215.57,99.77,0.21,16.41,79.61
M-1285,Bamboo,323.84,27.09,0.17,4.7,79.44
M-1075,Aluminum,339.76,79.29,0.54,4.99,45.16
M-0495,Steel,392.46,64.13,0.41,9.02,28.45
M-0004,Bamboo,200.71,83.78,0.69,,8.65
M-0524,Bamboo,,48.67,0.48,36.25,2.34
M-0082,Paper,253.6,10.65,0.81,16.51,8.9
M-0850,Wood,452.39,46.19,0.27,43.85,28.11
M-1206,Wood,469.9,20.9,0.75,10.37,52.98
M-0659,Paper,,33.9,0.38,11.8,17.57
M-0162,Aluminum,170.63,18.35,0.27,14.4,97.79
M-0726,Steel,350.42,7.39,0.48,47.66,49.72
M-1375,Glass,492.85,28.72,0.91,41.1,28.33
M-0633,Steel,486.24,24.67,0.57,18.58,98.71
M-0777,Aluminum,178.19,94.72,0.75,43.86,58.54
M-0576,Wood,201.6,85.56,0.95,18.7,19.38
M-1397,Glass,256.67,51.29,0.65,45.03,30.37
M-0352,Aluminum,,10.16,0.43,16.47,20.14
M-0392,Glass,,15.01,0.13,41.16,13.26
M-1364,Wood,452.3,80.78,0.7,2.78,66.34
M-0570,Bamboo,77.16,38.92,0.52,25.34,94.89
M-1120,Wood,376.69,70.99,0.81,41.68,0.85
M-0401,Cotton,368.76,,0.12,37.34,77.0
M-0978,Cotton,498.51,38.66,0.84,49.31,42.46
M-0621,Paper,487.13,89.94,0.2,11.33,67.42
M-0984,Steel,241.74,10.48,0.93,9.55,81.01
M-0842,,496.07,95.97,0.21,39.02,84.0
M-0487,Glass,438.96,99.18,0.06,31.81,61.32
M-1412,Plastic,,52.62,0.04,22.65,12.67
M-0351,Paper,76.03,64.81,0.63,14.14,0.92
M-0366,Bamboo,,14.68,0.34,42.1,90.81
M-1293,Paper,285.53,18.96,0.19,,4.1
M-0408,Cotton,446.39,85.78,0.85,43.07,46.18
M-0090,Plastic,334.52,44.8,0.68,1.3,96.8
M-0257,Bamboo,361.52,86.13,0.36,25.7,53.36
M-0054,Paper,323.02,32.88,0.98,44.77,
M-0233,Paper,97.97,94.68,0.22,22.87,93.48
M-0276,Paper,263.4,31.48,0.82,2.68,49.33
M-0744,Steel,82.94,42.67,0.8,25.45,56.95
M-1208,Wood,239.56,70.63,0.63,20.88,83.16
M-0768,Cotton,454.11,43.43,0.9,27.8,23.92
M-0739,Steel,224.85,73.25,0.78,33.63,59.93
M-1094,Bamboo,325.82,19.87,0.04,41.4,46.47
M-0735,Plastic,196.06,56.91,0.21,8.01,40.36
M-1137,Bamboo,54.2,28.12,0.34,28.31,21.0
M-1081,Glass,490.99,63.95,0.8,2.84,20.05
M-0700,Glass,357.46,93.63,0.73,41.45,11.63
M-1264,Bamboo,112.66,82.61,0.64,40.16,22.12
M-1111,,,80.64,0.63,4.18,5.53
M-0465,Paper,362.16,5.13,0.64,34.16,14.75
M-0757,Plastic,311.08,91.08,0.73,26.4,41.5
M-0318,Aluminum,99.71,31.7,0.98,36.54,49.76
M-0923,Aluminum,440.63,20.15,0.73,3.67,88.28
M-1236,Paper,86.27,61.32,0.15,25.08,78.2
M-1488,Aluminum,133.4,76.36,0.66,1.19,79.27
M-1473,Aluminum,93.44,93.87,,41.55,9.76
M-0979,Cotton,416.29,,0.74,,93.37
M-1316,Paper,403.83,,0.04,18.45,1.49
M-0931,Bamboo,205.74,15.49,0.27,30.08,93.76
M-0055,Bamboo,240.86,93.52,0.26,,43.33
M-0318,Aluminum,99.71,31.7,0.98,36.54,49.76
M-0804,,447.89,32.31,0.89,20.32,46.49
M-0435,Paper,96.13,37.05,0.13,8.07,22.81
M-0563,Bamboo,296.42,68.33,0.12,41.22,30.33
M-0475,Glass,238.88,42.81,0.58,7.39,89.51
M-1162,Steel,444.49,17.36,0.55,18.26,41.29
M-0800,Glass,334.92,30.11,0.8,46.87,70.39
M-0872,Cotton,77.06,28.52,0.76,6.57,
M-1054,Bamboo,183.44,35.51,,39.12,31.52
M-1013,Wood,94.14,44.83,0.75,8.67,39.15
M-0029,Cotton,374.02,65.24,0.66,47.06,98.93
M-0119,Cotton,437.8,37.6,0.66,38.84,57.81
M-1310,Paper,295.44,48.66,0.35,,55.18
M-0975,Paper,361.47,20.75,0.22,6.18,90.31
M-0093,Plastic,,12.62,0.48,5.47,12.12
M-0812,Glass,156.59,13.75,0.29,17.33,66.38
M-0103,Plastic,144.46,63.19,0.61,15.09,90.84
M-1168,,316.87,67.16,0.37,45.86,12.13
M-0899,Bamboo,401.91,79.8,0.87,31.63,31.96
M-1172,Glass,51.45,64.26,0.74,23.8,71.21
M-0795,Aluminum,483.32,75.1,0.4,35.32,16.68
M-0339,Paper,496.03,27.98,0.85,46.5,30.98
M-0155,Steel,239.64,69.33,0.84,18.05,26.25
M-0732,Aluminum,104.09,27.32,0.47,1.83,13.82
M-1438,Steel,394.73,41.8,0.36,18.23,93.61
M-0758,Glass,290.12,6.15,0.02,4.57,32.69
M-0696,Paper,129.72,14.74,0.98,17.74,70.79
M-1183,Cotton,302.3,76.89,0.96,44.2,59.67
M-1300,Plastic,86.78,58.52,0.52,22.66,
M-0892,Bamboo,428.91,92.47,0.31,18.72,33.27
M-0160,Paper,220.86,48.13,0.33,26.78,48.31
M-0390,Aluminum,316.58,71.74,0.56,3.4,12.63
M-0733,Aluminum,295.02,71.96,0.55,48.06,43.95
M-0914,Plastic,273.63,52.75,0.83,19.24,50.04
M-1309,Aluminum,342.94,12.82,0.56,37.99,
M-0101,Bamboo,80.18,65.43,,36.92,22.68
M-1215,Plastic,307.34,22.04,,40.76,59.83
M-0592,Cotton,258.18,76.66,0.05,8.07,39.63
M-0069,Paper,74.64,45.07,0.82,8.0,85.95
M-0033,Paper,163.31,49.89,0.01,9.78,50.31
M-1006,Steel,410.69,18.57,0.87,27.94,74.84
M-1211,Aluminum,103.25,31.15,0.55,14.0,87.89
M-0905,Glass,89.44,47.04,0.38,10.18,75.24
M-0810,Steel,455.01,95.39,1.0,41.77,81.06
M-0875,Plastic,128.89,74.61,0.95,40.31,51.34
M-0921,Steel,221.28,67.24,0.36,3.59,76.98
M-0626,Plastic,441.84,50.25,0.48,13.66,7.87
M-0376,Paper,297.89,96.59,0.68,42.34,48.2
M-1339,Wood,419.95,16.97,0.58,,5.2
M-0699,Plastic,475.08,40.08,0.33,34.33,65.08
M-0613,Paper,330.33,95.29,0.76,1.37,54.06
M-1196,Steel,282.77,66.7,0.94,27.42,14.09
M-0651,Bamboo,125.17,17.15,0.12,31.95,6.56
M-0770,Aluminum,467.17,79.46,0.02,5.38,5.64
M-0048,Bamboo,304.31,,0.1,30.69,31.28
M-0498,Paper,64.64,18.96,0.12,49.02,86.28
M-0147,Glass,181.92,19.67,0.15,5.53,
M-1395,,262.03,77.25,0.41,14.12,95.09
M-0694,Paper,249.69,72.87,0.4,44.09,64.48
M-0799,Aluminum,69.54,42.77,0.67,40.92,82.96
M-0198,Paper,455.01,23.49,0.6,31.39,22.87
M-1378,Steel,124.68,,0.25,34.95,
M-1154,Plastic,65.89,36.03,0.31,43.79,80.31
M-0553,Steel,73.39,94.65,0.76,14.31,27.47
M-1256,Plastic,391.73,64.15,,40.57,36.37
M-1050,Aluminum,55.45,81.36,0.63,16.26,26.35
M-1258,Glass,399.52,49.18,0.85,45.84,25.74
M-0712,Plastic,343.05,37.81,0.52,47.41,36.73
M-0545,Aluminum,410.26,46.51,0.4,25.64,16.07
M-1476,Cotton,260.95,93.22,0.06,5.39,
M-0396,Paper,445.38,39.2,0.65,14.44,72.0
M-1074,Glass,398.59,60.45,0.39,18.61,72.76
M-0394,Cotton,304.58,66.19,0.83,18.13,26.48
M-0859,Plastic,155.17,61.0,0.96,10.6,
M-0828,Plastic,338.89,15.06,0.21,27.66,71.44
M-0381,Cotton,,65.11,0.27,38.08,28.27
M-0981,Paper,187.81,,0.12,29.35,52.75
M-1025,Cotton,404.11,84.43,0.34,29.95,33.42
M-1384,Paper,287.33,38.37,0.02,26.71,37.36
M-0513,Bamboo,189.66,64.94,0.41,47.1,67.0
M-0210,Steel,382.12,43.17,0.04,47.78,95.6
M-1232,Cotton,411.19,59.4,0.24,24.64,21.1
M-0038,Aluminum,230.38,36.48,0.46,3.46,
M-0442,Cotton,311.98,61.54,0.87,8.68,48.64
M-0910,Wood,251.24,32.78,0.72,41.97,64.23
M-0951,Glass,484.62,57.57,0.25,,99.67
M-0660,Plastic,440.72,33.87,0.55,9.06,59.71
M-0523,Wood,400.93,,0.15,13.6,64.16
M-1160,,117.0,8.83,0.55,47.09,49.22
M-0871,Steel,259.34,30.73,0.86,3.55,86.1
M-0089,Paper,,16.5,0.93,45.57,15.94
M-1093,Cotton,247.73,65.08,0.35,32.9,6.72
M-0142,Aluminum,435.06,20.85,0.53,28.89,90.08
M-0452,,61.06,97.72,0.2,18.37,13.55
M-0255,Aluminum,412.95,24.05,0.15,16.2,35.06
M-0349,Cotton,400.81,32.01,0.26,33.45,23.66
M-0819,Paper,330.74,28.83,0.14,6.23,82.06
M-1463,Steel,58.1,72.09,0.33,35.74,1.58
