Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Material_Type_Aluminum,Material_Type_Bamboo,Material_Type_Cotton,Material_Type_Glass,Material_Type_Paper,Material_Type_Plastic,Material_Type_Steel,Material_Type_Wood,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
M-0737,Paper,0.3944544825893952,0.051705981465880374,0.03,0.5656006560065601,0.42112112112112116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32741427364223585,7.62865035642589,0.29311812937209447
M-0294,Plastic,0.6250418256039616,0.6138374052232519,0.62,0.8280032800328003,0.15055055055055055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7033469303662006,1.0182514164727685,0.4811818954067498
M-0288,Steel,0.7243079256731133,0.14290227464195449,0.79,0.8772037720377203,0.44884884884884885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48347186875272147,5.068518741000679,0.6613778249239
M-0061,Glass,0.9853666153605924,0.49189132266217356,0.69,0.490159901599016,0.7745745745745747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1104945043444428,2.003216090114364,0.8335190185166094
M-0654,Steel,0.7359744808048361,0.41670176916596463,0.36,0.3737187371873719,0.40470470470470477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2224730060113414,1.7661857210066,0.5238012037333459
M-0960,Bamboo,0.6494456713288272,0.6107834877843303,0.65,0.04756047560475604,0.8414414414414414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075411204562496085,1.0632975858387357,0.7072107009639633
M-0488,Paper,0.47177050569943557,0.5447556866048863,0.77,0.26342763427634275,0.8694694694694695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03438534885849359,0.8660205873555659,0.680549043120615
M-0242,Bamboo,0.6941042628655558,0.2033487784330244,0.21,0.7513325133251333,0.24074074074074073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5704561675246382,3.4133514588223024,0.41286392736844457
M-0904,Bamboo,0.35827254678890896,0.4277590564448188,0.85,0.05924559245592456,0.812912912912913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011084085315327622,0.8375549362101935,0.6421828925894375
M-1430,Bamboo,0.5113654107831983,0.49189132266217356,0.91,0.5260352603526035,0.0946946946946947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4762225119748695,1.039588111511142,0.5059545727216878
M-0678,Cotton,0.9522184300341296,0.9852569502948612,0.1,0.6726117261172612,0.30970970970970974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46429734367413744,0.9664661216376446,0.5038002849265648
M-1227,Bamboo,0.2570434317071539,0.9613521482729572,0.12,0.515580155801558,0.9224224224224224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039997459534154886,0.2673766993626898,0.41554409940958825
M-0106,Plastic,0.18818175734457604,0.12057708508845828,0.08,0.4036490364903649,0.32712712712712716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27160448681563887,1.560663011081346,0.19741084107596857
M-0096,Wood,0.41296928327645055,0.6688079191238417,0.66,0.536080360803608,0.19359359359359357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43229863730068735,0.6174697607463904,0.42126579138865833
M-1103,Paper,0.8614289857012202,0.9081718618365627,0.78,0.033825338253382534,0.7908908908908909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007073186347479089,0.948529758926275,0.8158388615477554
M-1314,Steel,0.45776171674585653,0.41880791912384163,0.33,0.5756457564575646,0.16976976976976976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47791850891481885,1.093008519740948,0.3330356176292736
M-0662,Glass,0.10910348212094848,0.0014743049705138941,0.0,0.9268142681426814,0.446946946946947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.512577460609441,73.9531719214261,0.1777254769324635
M-0508,Glass,0.49024069240893176,0.890480202190396,0.45,0.490159901599016,0.04374374374374374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46871847247001,0.5505345774880401,0.3442194000866958
M-1303,Bamboo,0.16317562292266163,0.5809814658803707,0.19,0.584460844608446,0.961061061061061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022758285140408972,0.2808615276803567,0.4105885674873829
M-0713,Aluminum,0.5053871377902697,0.33572030328559394,1.0,0.4044690446904469,0.9145145145145145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457623264921339,1.50537702804145,0.7765092094704622
M-1037,Cotton,0.6358607151620602,0.3879528222409436,0.88,0.8677736777367774,0.342042042042042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5709585969733572,1.6390113428684072,0.6209568986774368
M-1220,Glass,0.023065426398090505,0.16975568660488627,0.43,0.7658876588765887,0.8957957957957958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07980871400305592,0.1358734484007453,0.4069649092979749
M-0618,Cotton,0.9092551696446496,0.7590564448188711,0.44,0.23021730217302172,0.5794794794794794,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09681109974262907,1.1978739894470294,0.6695459117017037
M-0051,Bamboo,0.7067077115260211,0.8029696714406066,0.3,0.7831078310783108,0.056956956956956954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7385043920509275,0.8801164683364082,0.3897701716974955
M-1079,Wood,0.7985232773427915,0.14037489469250208,0.31,0.4649446494464945,0.5610610610610611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20408231109338118,5.68846438408804,0.580727629255435
M-0133,Aluminum,0.016551785674451786,0.9170176916596462,0.96,0.25809758097580976,0.32182182182182184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17503614725836947,0.01804956193913114,0.39116726081632724
M-0441,Aluminum,0.06437796961788128,0.5311710193765796,0.75,0.23001230012300122,0.5602602602602603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10114554899302745,0.12119985102648993,0.4188292659252306
M-1271,Plastic,0.9638403711882932,0.22946503791069922,0.67,0.22283722837228373,0.4981981981981982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11182012270573156,4.200361761435864,0.7359956079347768
M-1055,Aluminum,0.34781056905128377,0.22019797809604041,0.82,0.38027880278802784,0.1152152152152152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364648986830208,1.579528533958887,0.41968879218507804
M-0787,Bamboo,0.17861205915813427,0.43218197135636055,0.43,0.7129971299712997,0.7895895895895897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15002201873870583,0.4132787985551102,0.43732170054013064
M-0240,Cotton,0.8190010930424502,0.3755265374894692,0.87,0.9153341533415335,0.03093093093093093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8870220158658043,2.18093484839422,0.5978797164962594
M-0306,Steel,0.34881438354636507,0.9555602358887954,0.5,0.7097170971709718,0.11961961961961963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6248210079698395,0.3650361383924523,0.3254116393044319
M-0261,Aluminum,0.21880925293894576,0.06244734625105307,0.03,0.12997129971299712,0.2505505505505506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09740691901413508,3.5038438337389275,0.17168886634074348
M-0599,Paper,0.98817729594682,0.5643428812131425,0.83,0.3175481754817548,0.7071071071071071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09300760374971116,1.7510197750750545,0.8564030505108601
M-0345,Glass,0.22831203015904883,0.14290227464195449,0.33,0.35772857728577284,0.3568568568568569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23007068158769675,1.5976682880856774,0.2973818691206766
M-0042,Bamboo,0.5852238506324031,0.2807497893850042,0.07,0.18122181221812217,0.30360360360360367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12620221697712472,2.0844958331706183,0.34617062133404236
M-1426,Wood,0.837002832987575,0.28117101937657957,0.82,0.8587535875358753,0.28828828828828834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611184985723731,2.9768354434534245,0.6672876196815165
M-0973,Aluminum,0.3011889625019518,0.08361415332771692,0.2,0.18737187371873718,0.005105105105105106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18641532060966254,3.6020858721802176,0.18200711653231227
M-0380,Aluminum,0.5053871377902697,0.3878475147430497,0.0,0.08794587945879459,0.945845845845846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004762634713434211,1.3030529151957422,0.48590860886986165
M-0760,Bamboo,0.7645720404202636,0.05181128896377421,0.94,0.25051250512505124,0.9311311311311312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017252512865468972,14.756577169459398,0.8671681555074449
M-0249,Aluminum,0.9506346338307792,0.9811499578770009,0.53,0.568060680606806,0.3457457457457458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37165611696156997,0.9688974221538218,0.6429775772560354
M-1190,Cotton,0.07412612371455979,0.9295492839090144,0.81,0.5280852808528085,0.4756756756756757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2768879580687698,0.07974407086708539,0.41535315218852664
M-0866,Aluminum,0.6688081375895067,0.49189132266217356,0.32,0.7017220172201722,0.44864864864864873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868953824673382,1.3596637043852322,0.49811784963039735
M-0980,Wood,0.6143344709897611,0.2224094355518113,0.5,0.3880688806888069,0.5427427427427428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17744731201065764,2.762165675659808,0.5585566112187272
M-0342,Paper,0.6488879966093376,0.8043386689132266,0.34,0.523780237802378,0.9239239239239239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03984714521819896,0.8067337987769202,0.6387323758209122
M-1459,Wood,0.2901023890784983,0.28169755686604886,0.87,0.6605166051660516,0.30550550550550554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45872514581001655,1.0298327130459726,0.468692607283051
M-0595,Paper,0.7423096656182382,0.5774010109519798,0.5,0.8735137351373513,0.4773773773773774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45651803915436545,1.2856028408948044,0.5901370794605085
M-0530,Plastic,0.4975573847286354,0.20924599831508,0.39,0.2322673226732267,0.6064064064064064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09141893020531805,2.3778471793388563,0.4979448758133761
M-1063,Bamboo,0.2628209418010663,0.7090353833192924,0.01,0.6699466994669946,0.1033033033033033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007389923749087,0.3706734209755116,0.1391193677114175
M-0836,Aluminum,0.13373039773360995,0.6803917438921652,0.97,0.45592455924559244,0.6755755755755757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14791306271421067,0.19654882997224432,0.5471648317661166
M-1065,Wood,0.07925673113386425,0.21777590564448185,0.77,0.27490774907749077,0.22992992992992992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21169822959490858,0.36393542694214737,0.33168167143252464
M-0243,Paper,0.26995917821053333,0.7621103622577928,0.75,0.5670356703567035,0.23993993993993992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43098116566751254,0.3542253686006804,0.40496565326619527
M-0266,Plastic,0.9255392714537465,0.9268112889637743,0.26,0.7755227552275523,0.8662662662662663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10371355365205298,0.998626455944546,0.7080955884613784
M-1197,Plastic,0.43864462736175247,0.804759898904802,0.62,0.9692496924969249,0.6253253253253254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36315331321481376,0.5450620525409514,0.5490554485422986
M-0169,Bamboo,0.7632782350710478,0.03096040438079191,0.67,0.4893398933989339,0.6157157157157157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1880456307065573,24.65257149461142,0.6910260087431338
M-0485,Steel,0.6509179325882799,0.943133951137321,0.02,0.6763017630176301,0.3387387387387388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44721215680625265,0.6901641507435831,0.3679887946569336
M-0740,Paper,0.44716589707555376,0.8629949452401011,0.56,0.8224682246822469,0.8081081081081082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15782498365524192,0.5181552700704105,0.5892987912626539
M-1491,Aluminum,0.7943741774297888,0.9046967144060657,0.98,0.16789667896678967,0.7107107107107107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04857071093233455,0.878054807457202,0.8249628841851286
M-1114,Bamboo,0.5438666934350531,0.2642165122156697,0.33,0.46801968019680196,0.6277277277277277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1742307498150057,2.0584051710816107,0.5048649956923396
M-0379,Plastic,0.3708759954493743,0.4939974726200505,0.3,0.5451004510045101,0.32462462462462466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36814742171445736,0.7507634456485992,0.33573778556713707
M-1460,Glass,0.911017421758237,0.9637742207245157,0.18,0.9034440344403444,0.15765765765765766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7610091641456955,0.9452592286751073,0.4657042660005921
M-1466,Wood,0.302683530750184,0.3120261162594777,0.61,0.4130791307913079,0.5068068068068068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20372781555643385,0.9700552130811488,0.45611545434211564
M-0873,Aluminum,0.5611992237167904,0.06255265374894692,0.15,0.0,0.15715715715715717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9714859178188,0.3166268366338633
M-0272,Cotton,0.29525530348658235,0.13447767481044648,0.24,0.5760557605576055,0.8174174174174175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1051777484741814,2.195554826092371,0.43532734661985817
M-0044,Cotton,0.6105422828972317,0.5167438921651222,0.5,0.018040180401804013,0.31701701701701707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012321136224375253,1.1815158546398117,0.4893220182639978
M-0438,Cotton,0.06486872337103214,0.49189132266217356,0.58,0.9120541205412054,0.3800800800800801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.565400517368537,0.13187586059476536,0.31397151337243684
M-1038,Bamboo,0.6130406656405452,0.8039174389216514,0.91,0.43009430094300943,0.924924924924925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032289361932658356,0.7625657479169863,0.7956937437336955
M-0780,Glass,0.5379776483972428,0.6325821398483572,0.18,0.09778597785977859,0.2594594594594595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07241448090156577,0.8504457588392361,0.34702889719673496
M-0071,Plastic,0.8026723772557941,0.9079612468407751,0.35,0.27982779827798276,0.4824824824824825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1448157874972143,0.8840371723038776,0.5708136956470624
M-0388,Aluminum,0.5053871377902697,0.7613732097725359,0.32,0.8403034030340303,0.6267267267267268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313662801793183,0.6637828433159779,0.4861728731341259
M-1151,Steel,0.5531017867898012,0.06729149115417019,0.01,0.6834768347683478,0.5773773773773774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.288852772411608,8.219368570003146,0.3974539279291337
M-1315,Aluminum,0.04891922639362911,0.49189132266217356,0.74,0.15170151701517015,0.9664664664664664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005087087907916128,0.09945108744302626,0.5315076304973916
M-0597,Steel,0.3440183809587543,0.787910699241786,0.8,0.2084870848708487,0.4552552552552553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11357224383054638,0.4366204757332656,0.5141839289600783
M-1333,Bamboo,0.4624684913783488,0.36152064026958713,0.84,0.7390323903239032,0.2138138138138138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810170564168105,1.279227686158664,0.5011315406954837
M-0013,Glass,0.24620223516027567,0.8929022746419546,0.53,0.5563755637556376,0.16406406406406407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4650943276199529,0.275732256955828,0.3067001132833295
M-0250,Glass,0.444466751433224,0.40775063184498733,0.16,0.6305863058630586,0.621921921921922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23841085858306027,1.0900428513850668,0.4123632771498662
M-0193,Aluminum,0.5053871377902697,0.7622156697556866,0.08,0.1305863058630586,0.6734734734734734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04263989286539512,0.66304917990348,0.4281968971581499
M-1299,Aluminum,0.542372125186821,0.30254844144903115,0.33,0.14124641246412464,0.8708708708708709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01823902623410618,1.7926727036387258,0.5772101113359897
M-0648,Aluminum,0.24642530504807153,0.2825400168491996,0.08,0.3329233292332923,0.8956956956956957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347253362423514,0.8721753315540587,0.39127883072793734
M-1336,Wood,0.4964866492672153,0.3283487784330244,0.5,0.40815908159081593,0.6611611611611611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.138300149267759,1.5120663447272187,0.5469430080552344
M-0431,Aluminum,0.9634388453902607,0.2676916596461668,0.4,0.2324723247232472,0.23363363363363363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17815897077889695,3.599048426145579,0.5754656282461943
M-0463,Wood,0.16101184501104193,0.34825189553496205,0.54,0.45100451004510045,0.2672672672672673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33046576712013365,0.46234172658839395,0.306584918184597
M-1433,Wood,0.030092127863659668,0.7730623420387531,0.13,0.8644936449364493,0.06886886886886887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8049569454653505,0.038925824350045525,0.07169751180612453
M-0227,Steel,0.5941243391554575,0.13068660488626788,0.37,0.32697826978269784,0.7492492492492493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08199004662719299,4.546141462095811,0.5734245104369577
M-1276,Cotton,0.2579134042695576,0.14732518955349622,0.53,0.999179991799918,0.4063063063063063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5932068599965278,1.750628350948462,0.384057253599715
M-0159,Aluminum,0.2571772736398314,0.9884161752316765,0.57,0.31857318573185733,0.8521521521521522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04710035989248779,0.2601910206381746,0.5295165551015782
M-0175,Cotton,0.4236097169243124,0.28938500421229985,0.99,0.44280442804428044,0.6160160160160161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17002980840619214,1.4638224059154676,0.6512486915745297
M-0907,Plastic,0.552677954002989,0.49189132266217356,0.84,0.7427224272242723,0.7168168168168167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2103265011629096,1.1235750763741081,0.6881162266462406
M-1358,Glass,0.9063552611033037,0.285804549283909,0.5,0.5354653546535465,0.4950950950950951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2703590839712201,3.171230451522699,0.66107063296985
M-0512,Aluminum,0.797363313926253,0.007792754844144899,0.5,0.9364493644936449,0.19039039039039038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7581584044068669,102.30797989819716,0.5260624426876184
M-0118,Wood,0.17939280376541972,0.5588668913226622,0.68,0.36879868798687987,0.17967967967967965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3025330578631112,0.32099321959766575,0.3296610254100718
M-1117,Bamboo,0.040107965825693204,0.32466301600673964,0.36,0.3544485444854449,0.1936936936936937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28579409667970557,0.12353683761757143,0.1821512944383854
M-1119,Steel,0.12900131611233798,0.19102780117944396,0.6,0.502050020500205,0.357957957957958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3223372203692007,0.6752977316292734,0.3389879138323226
M-0833,Glass,0.593499743469629,0.20271693344566133,0.78,0.37515375153751535,0.0011011011011011012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3747406693286152,2.9277120843811133,0.4717302277181819
M-0626,Plastic,0.8708425349662048,0.4765164279696715,0.48,0.25563755637556373,0.07857857857857858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23554992056427068,1.827514554245497,0.5159105875600555
M-0912,Steel,0.5144214682460014,0.021903959561920802,0.6,0.2986879868798688,0.621921921921922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11292738002455098,23.48424642336536,0.5723451638749771
M-1437,Wood,0.8712886747417966,0.9295492839090144,0.68,0.3704387043870439,0.24104104104104104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2811477734396964,0.9373227998788708,0.624827782209031
M-0479,Aluminum,0.9844966427981887,0.24673546756529063,0.47,0.16379663796637967,0.9481481481481481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008493159005664143,3.9900735084394214,0.8192431015637199
M-1204,Plastic,0.7352383501751099,0.3733150800336984,0.67,0.31775317753177534,0.056956956956956954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29965492347616174,1.9694794558775546,0.512182427157131
M-0173,Glass,0.8947333199491401,0.7565290648694187,0.78,0.9753997539975401,0.2103103103103103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7702631290577171,1.18268045316028,0.6549864210727492
M-0686,Wood,0.026857614490619908,0.49189132266217356,0.5,0.7320623206232062,0.8973973973973974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07511149936324185,0.05460059702754384,0.4299622650154672
M-1351,Paper,0.9153449775814764,0.14132266217354678,0.45,0.531980319803198,0.8168168168168168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0974498483723576,6.476940687097566,0.7461830360776356
M-0532,Cotton,0.7019117089384104,0.8440395956192082,0.73,0.40303403034030344,0.05345345345345345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3814904695593503,0.8316089446189153,0.5158007196114002
M-0102,Plastic,0.7495817439603828,0.9136478517270431,0.5,0.9961049610496104,0.9322322322322323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06750380967273131,0.8204265156613187,0.7295023672538228
M-0075,Aluminum,0.5362153962836557,0.8241364785172706,0.21,0.05125051250512505,0.21531531531531534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04021549224501254,0.6506382857971418,0.34208075310805686
M-0223,Aluminum,0.7321376787347477,0.9098567818028644,0.28,0.05719557195571956,0.06056056056056056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05373177605649931,0.8046726569552792,0.39502323966206726
M-0786,Aluminum,0.11911932008298198,0.2764321819713563,0.59,0.23288232882328824,0.7018018018018017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694450908473049,0.4309154177276916,0.4351882685737333
M-1336,Wood,0.4964866492672153,0.3283487784330244,0.5,0.40815908159081593,0.6611611611611611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.138300149267759,1.5120663447272187,0.5469430080552344
M-0295,Plastic,0.8861228222802204,0.08866891322662172,0.41,0.6250512505125051,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04167008336750033,9.993500501297166,0.7574491289120882
M-0762,Plastic,0.7176381360280176,0.28780539174389214,0.47,0.490159901599016,0.9962962962962962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0018154070429593483,2.493475324434825,0.7269441433000959
M-0270,Glass,0.5053871377902697,0.7230412805391744,0.23,0.6428864288642886,0.7482482482482482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16184778464401262,0.6989731463745125,0.49562932959058237
M-0584,Plastic,0.9968993285596377,0.2889637742207245,0.64,0.43009430094300943,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2247770115338791,3.449899148600585,0.7339729446370683
M-0313,Aluminum,0.7679627027147605,0.05023167649536646,0.77,0.2607626076260763,0.6775775775775775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08407571162798717,15.288110375436567,0.7414583543591775
M-0853,Steel,0.22429677217872357,0.9149115417017691,0.91,0.3167281672816728,0.5805805805805806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13284194403505595,0.24515651710438222,0.5368928830456636
M-1402,Glass,0.17118383189453257,0.3980623420387531,0.2,0.8649036490364904,0.8244244244244244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15185595599699742,0.43004168888746136,0.37580086008514035
M-1481,Glass,0.7428004193713891,0.1504844144903117,0.66,0.4577695776957769,0.203003003003003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3648409787401177,4.936029328072927,0.5560210686494566
M-1064,Steel,0.01780097704610853,0.00831929233361415,0.51,0.26670766707667076,0.43173173173173174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15156150410352953,2.139465337556978,0.2896399103379629
M-1349,Cotton,0.5053871377902697,0.3723673125526537,0.42,0.9210742107421074,0.441041041041041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5148426819603531,1.3572238043719331,0.4604671674284202
M-1155,Cotton,0.7453434160922616,0.7485256950294861,0.93,0.05617056170561706,0.4773773773773774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02935600627277544,0.9957472740005631,0.7203505796501178
M-1171,Cotton,0.6950411563942982,0.7646377422072452,0.95,0.9889298892988929,0.6482482482482482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34785782092055156,0.9089797809459104,0.7574909370321936
M-1159,Paper,0.3249459055522095,0.241575400168492,0.74,0.5104551045510455,0.39499499499499496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30882789308373565,1.3451061665194526,0.4704768607193823
M-1343,Bamboo,0.20129826674697182,0.5679233361415333,0.5,0.38191881918819187,0.5862862862862863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15800505302350318,0.354445573004651,0.4064051925846746
M-1235,Plastic,0.13076356822592516,0.5834035383319293,0.55,0.1918819188191882,0.4389389389389389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10765747297112613,0.2241387573017592,0.34898710897205176
M-0341,Glass,0.9430948716232797,0.8228727885425443,0.73,0.3091430914309143,0.09079079079079079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28107574569239185,1.146099055231384,0.6234751858865492
M-0279,Aluminum,0.3170938455017957,0.0088458298230834,0.74,0.43316933169331695,0.3836836836836837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669693268504257,35.84265232212622,0.46394264330582335
M-1057,Cotton,0.6606660866849584,0.37268323504633527,0.08,0.490159901599016,0.7200200200200201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13723495943668143,1.7727234601238735,0.5042724406799894
M-0887,Aluminum,0.39759976800731667,0.7431550126368998,0.33,0.490159901599016,0.3267267267267267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3300115613768751,0.5350152070983523,0.3560579252209447
