Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Type_Aluminum,Type_Bamboo,Type_Cotton,Type_Glass,Type_Paper,Type_Plastic,Type_Steel,Type_Unknown,Type_Wood,Strength_norm,Weight_Capacity_norm,Biodegradability_Score_norm,CO2_Emission_Score_norm,Recyclability_Percent_norm,CO2_Impact_Index,CO2_Impact_Index_norm,Cost_Efficiency_Index,Cost_Efficiency_Index_norm
M-0686,Wood,63.49,51.71,0.5,36.9,89.67,False,False,False,False,False,False,False,False,True,0.026857614490619908,0.49189132266217356,0.5,0.7320623206232062,0.8973973973973974,0.599497652634184,0.5836117767150962,0.3878353754206366,0.37538528280882816
M-1351,Paper,461.79,18.42,0.45,27.14,81.62,False,False,False,False,True,False,False,False,False,0.9153449775814764,0.14132266217354678,0.45,0.531980319803198,0.8168168168168168,0.5025065102002372,0.47668856120389913,0.5799990052973015,0.5980869172255019
M-0532,Cotton,366.11,85.15,0.73,20.85,5.36,False,False,True,False,False,False,False,False,False,0.7019117089384104,0.8440395956192082,0.73,0.40303403034030344,0.05345345345345345,0.4174750728588367,0.38294974679336513,0.6114702442518268,0.6345594607384905
M-0102,Plastic,387.48,91.76,0.5,49.78,93.15,False,False,False,False,False,True,False,False,False,0.7495817439603828,0.9136478517270431,0.5,0.9961049610496104,0.9322322322322323,0.754439753406543,0.7544202363012177,0.7689663088320845,0.8170842757554064
M-0075,Unknown,291.83,83.26,0.21,3.69,21.53,False,False,False,False,False,False,False,True,False,0.5362153962836557,0.8241364785172706,0.21,0.05125051250512505,0.21531531531531534,0.3462187759715435,0.30439667279695787,0.6140611679928747,0.637562125457879
M-0223,Unknown,379.66,91.4,0.28,3.98,6.07,False,False,False,False,False,False,False,True,False,0.7321376787347477,0.9098567818028644,0.28,0.05719557195571956,0.06056056056056056,0.3442612871173757,0.302238733449481,0.6810906161047044,0.7152436703898362
M-0786,Aluminum,104.85,31.25,0.59,12.55,70.13,True,False,False,False,False,False,False,False,False,0.11911932008298198,0.2764321819713563,0.59,0.23288232882328824,0.7018018018018017,0.2925492171137928,0.24523125145916697,0.3555151531970499,0.33792883843107285
M-1336,Wood,274.02,36.18,0.5,21.1,66.07,False,False,False,False,False,False,False,False,True,0.4964866492672153,0.3283487784330244,0.5,0.40815908159081593,0.6611611611611611,0.4287793328383735,0.3954115839844236,0.48010872376823455,0.4823224045903965
M-0295,Plastic,448.69,13.42,0.41,31.68,93.26,False,False,False,False,False,True,False,False,False,0.8861228222802204,0.08866891322662172,0.41,0.6250512505125051,0.9333333333333333,0.5586974169741697,0.5386335211660981,0.565338649042811,0.5810967859446698
M-0762,Plastic,373.16,32.33,0.47,25.1,99.55,False,False,False,False,False,True,False,False,False,0.7176381360280176,0.28780539174389214,0.47,0.490159901599016,0.9962962962962962,0.45346631132978,0.4226265549118418,0.602148503819526,0.6237563403394129
M-0270,Glass,278.01,73.66,0.23,32.55,74.77,False,False,False,True,False,False,False,False,False,0.5053871377902697,0.7230412805391744,0.23,0.6428864288642886,0.7482482482482482,0.6419070324937484,0.6303639558175184,0.6153109531785261,0.6390105223459529
M-0584,Plastic,498.35,32.44,0.64,22.17,47.71,False,False,False,False,False,True,False,False,False,0.9968993285596377,0.2889637742207245,0.64,0.43009430094300943,0.4773773773773774,0.4183188428280679,0.38387992037414775,0.6025181313543013,0.6241847078518954
M-0313,Unknown,395.72,9.77,0.77,13.91,67.71,False,False,False,False,False,False,False,True,False,0.7679627027147605,0.05023167649536646,0.77,0.2607626076260763,0.6775775775775775,0.257699806817888,0.2068131968409858,0.4958072874764523,0.5005157317983507
M-0853,Steel,152.0,91.88,0.91,16.64,58.02,False,False,False,False,False,False,True,False,False,0.22429677217872357,0.9149115417017691,0.91,0.3167281672816728,0.5805805805805806,0.2589788423109456,0.20822320794343058,0.5831662092461213,0.6017574426854227
M-1402,Glass,128.19,42.8,0.2,43.38,82.38,False,False,False,True,False,False,False,False,False,0.17118383189453257,0.3980623420387531,0.2,0.8649036490364904,0.8244244244244244,0.7764997469794517,0.7787392141767292,0.3776306808578858,0.36355889214735826
M-1481,Glass,384.44,19.29,0.66,23.52,20.3,False,False,False,True,False,False,False,False,False,0.7428004193713891,0.1504844144903117,0.66,0.4577695776957769,0.203003003003003,0.4563614463171658,0.42581815709758863,0.40747333468261815,0.3981440412016536
M-1064,Steel,59.43,5.79,0.51,14.2,43.15,False,False,False,False,False,False,True,False,False,0.01780097704610853,0.00831929233361415,0.51,0.26670766707667076,0.43173173173173174,0.36385142707282925,0.3238349401111148,0.1688176739215822,0.1215620170778056
M-1349,Cotton,278.01,40.36,0.42,46.12,44.08,False,False,True,False,False,False,False,False,False,0.5053871377902697,0.3723673125526537,0.42,0.9210742107421074,0.441041041041041,0.7825404223411604,0.7853984659117319,0.40331484475402063,0.3933246978930455
M-1155,Cotton,385.58,76.08,0.93,3.93,47.71,False,False,True,False,False,False,False,False,False,0.7453434160922616,0.7485256950294861,0.93,0.05617056170561706,0.4773773773773774,0.10696459928563248,0.040642424174064384,0.7127126081975255,0.7518909242281523
M-1171,Cotton,363.03,77.61,0.95,49.43,64.78,False,False,True,False,False,False,False,False,False,0.6950411563942982,0.7646377422072452,0.95,0.9889298892988929,0.6482482482482482,0.643533108754511,0.6321565453066624,0.6416442752303004,0.6695286483009774
M-1159,Paper,197.12,27.94,0.74,26.09,39.48,False,False,False,False,True,False,False,False,False,0.3249459055522095,0.241575400168492,0.74,0.5104551045510455,0.39499499499499496,0.4447735632311278,0.41304365326729514,0.32623594554613994,0.30399667654139656
M-1343,Bamboo,141.69,58.93,0.5,19.82,58.59,False,True,False,False,False,False,False,False,False,0.20129826674697182,0.5679233361415333,0.5,0.38191881918819187,0.5862862862862863,0.42052266288428647,0.3863094156961503,0.44829293634941486,0.44545055811782425
M-1235,Plastic,110.07,60.4,0.55,10.55,43.87,False,False,False,False,False,True,False,False,False,0.13076356822592516,0.5834035383319293,0.55,0.1918819188191882,0.4389389389389389,0.30623525739761903,0.2603187676801359,0.418558083201118,0.41099034106470317
M-0341,Glass,474.23,83.14,0.73,16.27,9.09,False,False,False,True,False,False,False,False,False,0.9430948716232797,0.8228727885425443,0.73,0.3091430914309143,0.09079079079079079,0.3574067757794695,0.31673034455896215,0.705332530073105,0.743338028649077
M-0279,Unknown,193.6,5.84,0.74,22.32,38.35,False,False,False,False,False,False,False,True,False,0.3170938455017957,0.0088458298230834,0.74,0.43316933169331695,0.3836836836836837,0.3995332306476218,0.3631706266255199,0.24749868993111274,0.21274675830138262
M-1057,Cotton,347.62,40.39,0.08,25.1,71.95,False,False,True,False,False,False,False,False,False,0.6606660866849584,0.37268323504633527,0.08,0.490159901599016,0.7200200200200201,0.5980939389574076,0.5820643201514188,0.5566602764500552,0.5710392752610717
M-0887,Aluminum,229.69,75.57,0.33,25.1,32.66,True,False,False,False,False,False,False,False,False,0.39759976800731667,0.7431550126368998,0.33,0.490159901599016,0.3267267267267267,0.5624232682867369,0.5427409065711891,0.5155935284109194,0.5234463362935722
M-0986,Plastic,448.97,27.25,0.12,42.31,63.38,False,False,False,False,False,True,False,False,False,0.8867474179660488,0.23430918281381635,0.12,0.8429684296842969,0.6342342342342343,0.8063576343871547,0.8116546046947556,0.5349198141513699,0.5458438910460734
M-0014,Glass,384.78,47.12,0.29,3.68,47.71,False,False,False,True,False,False,False,False,False,0.7435588569898949,0.44355518112889636,0.29,0.051045510455104554,0.4773773773773774,0.295889568535325,0.24891366106858936,0.605860837771542,0.6280586260484469
M-1073,Plastic,326.76,77.82,0.38,27.74,41.19,False,False,False,False,False,True,False,False,False,0.6141337080907447,0.766849199663016,0.38,0.544280442804428,0.41211211211211213,0.5713570544714456,0.5525895290493612,0.6113383958557957,0.6344066594341532
M-1251,Bamboo,167.77,32.22,0.5,10.86,72.03,False,True,False,False,False,False,False,False,False,0.2594748934841286,0.28664700926705977,0.5,0.19823698236982368,0.7208208208208209,0.2968601073398121,0.249983584848741,0.4154831318900978,0.4074267287247645
M-1405,Plastic,95.29,7.89,0.68,12.73,79.51,False,False,False,False,False,True,False,False,False,0.09779383880969908,0.03043386689132266,0.68,0.23657236572365725,0.7956956956956958,0.25837384986462475,0.2075562631472636,0.280361599562131,0.2508321321632965
M-0026,Wood,117.46,62.06,0.93,12.15,47.71,False,False,False,False,False,False,False,False,True,0.14724843293403822,0.6008845829823084,0.93,0.22468224682246823,0.4773773773773774,0.2080716103557432,0.1521029809120651,0.43485380636395,0.42987572632045407
M-0522,Bamboo,437.06,31.1,0.95,36.33,96.39,False,True,False,False,False,False,False,False,False,0.8601797943295634,0.2748525695029486,0.95,0.7203772037720377,0.9646646646646647,0.45075985579675615,0.41964295330692153,0.6181565398971084,0.642308320235748
M-1312,Plastic,280.63,83.13,0.92,25.1,25.71,False,False,False,False,False,True,False,False,False,0.5112315688505208,0.8227674810446504,0.92,0.490159901599016,0.2571571571571572,0.39238022524369387,0.35528514018661334,0.5693151087348397,0.5857051713773098
M-1446,Aluminum,251.17,7.86,0.8,37.3,31.67,True,False,False,False,False,False,False,False,False,0.4455151799058644,0.030117944397641108,0.8,0.7402624026240262,0.31681681681681684,0.572475759892734,0.5538227919829887,0.2558087166071877,0.2223773867610752
M-1142,Aluminum,230.67,90.3,0.06,21.27,50.36,True,False,False,False,False,False,False,False,False,0.39978585290771596,0.8982729570345409,0.06,0.4116441164411644,0.5039039039039039,0.5785960794743082,0.5605698436538536,0.6139369526164542,0.6374181701872262
M-1447,Cotton,278.01,96.34,0.74,33.43,67.73,False,False,True,False,False,False,False,False,False,0.5053871377902697,0.9618786857624264,0.74,0.6609266092660927,0.6777777777777778,0.5067781877818779,0.4813976665015006,0.6830059328723899,0.7174633629240736
M-1086,Aluminum,345.42,76.25,0.09,37.49,47.71,True,False,False,False,False,False,False,False,False,0.6557585491534498,0.7503159224936816,0.09,0.7441574415744158,0.4773773773773774,0.7717567272069118,0.7735105003726979,0.6131857963945299,0.6365476427183594
M-0218,Steel,183.7,8.75,0.04,43.06,36.22,False,False,False,False,False,False,True,False,False,0.29500992661000686,0.039490311710193765,0.04,0.8583435834358344,0.36236236236236236,0.8667699138252645,0.8782532137201388,0.20371319754095926,0.1620030211785749
M-0896,Paper,389.87,40.0,0.74,9.24,68.91,False,False,False,False,True,False,False,False,False,0.7549131142787034,0.36857624262847516,0.74,0.16502665026650268,0.6895895895895896,0.20805703120094265,0.15208690882474257,0.6146365278087802,0.6382289195409325
M-1269,Steel,59.82,11.75,0.56,49.06,47.71,False,False,False,False,False,False,True,False,False,0.018670949608512344,0.07108256107834877,0.56,0.9813448134481346,0.4773773773773774,0.773069150331143,0.7749573180617421,0.1287547228710634,0.07513239517572075
M-0187,Plastic,278.01,41.62,0.42,25.1,31.73,False,False,False,False,False,True,False,False,False,0.5053871377902697,0.3856360572872788,0.42,0.490159901599016,0.31741741741741747,0.5363541992176679,0.5140023164247062,0.4263256116007238,0.41999225922726285
M-1353,Bamboo,121.08,22.6,0.57,18.94,38.89,False,True,False,False,False,False,False,False,False,0.15532356287224786,0.18534119629317608,0.57,0.3638786387863879,0.3890890890890891,0.4084182743629239,0.37296551531491373,0.2606626196470774,0.22800265591828928
M-0374,Cotton,414.28,91.44,0.9,38.24,87.95,False,False,True,False,False,False,False,False,False,0.8093644738896696,0.9102780117944398,0.9,0.7595325953259533,0.8801801801801802,0.4977015391775539,0.4713915522266793,0.8019576464928789,0.8553184870021804
M-0433,Steel,278.01,6.4,0.68,25.1,78.01,False,False,False,False,False,False,True,False,False,0.5053871377902697,0.01474304970513901,0.68,0.490159901599016,0.7806806806806807,0.4120278728913415,0.3769447434349015,0.38916571159962765,0.3769270315860296
M-0451,Wood,391.22,54.52,0.85,15.45,36.9,False,False,False,False,False,False,False,False,True,0.7579245577639475,0.5214827295703455,0.85,0.2923329233292333,0.3691691691691692,0.28348283708062305,0.2352364572762527,0.592393092067913,0.612450631018215
M-1499,Glass,319.54,43.23,0.46,49.65,91.32,False,False,False,True,False,False,False,False,False,0.5980280621918848,0.40259056444818864,0.46,0.9934399343993439,0.9139139139139139,0.7666725692482149,0.7679057151988256,0.533655308666874,0.544378434558252
M-1077,Wood,68.88,81.29,0.69,47.59,94.41,False,False,False,False,False,False,False,False,True,0.03888108144281602,0.8033909014321821,0.69,0.9512095120951211,0.9448448448448449,0.6692412227725881,0.6604972179347148,0.48864321176570613,0.4922131650176755
M-0755,Plastic,221.09,59.32,0.5,8.7,55.68,False,False,False,False,False,True,False,False,False,0.3784157576568739,0.5720303285593935,0.5,0.15395653956539562,0.5571571571571572,0.28665820802352165,0.23873699209969557,0.5286919076505855,0.5386262663706387
M-1010,Cotton,296.58,90.09,0.99,11.56,19.64,False,False,True,False,False,False,False,False,False,0.5468112159539583,0.8960614995787701,0.99,0.21258712587125872,0.1963963963963964,0.2109126358831156,0.15523493272862326,0.6230260171286084,0.6479516385832722
M-1382,Paper,55.67,19.44,0.51,7.78,60.86,False,False,False,False,True,False,False,False,False,0.009413549264984722,0.15206402695871946,0.51,0.13509635096350964,0.609009009009009,0.26715690967720485,0.2172387245929342,0.2648093183837473,0.2328083342179897
M-0088,Aluminum,213.08,40.06,0.12,28.97,61.91,True,False,False,False,False,False,False,False,False,0.3605478596444266,0.36920808761583823,0.12,0.5694956949569495,0.6195195195195196,0.6437454650222179,0.6323906472504831,0.42236891594930165,0.4154067786707881
M-1297,Glass,80.45,12.86,0.5,28.4,70.75,False,False,False,True,False,False,False,False,False,0.06469026746079548,0.08277169334456612,0.5,0.557810578105781,0.708008008008008,0.5138855460626678,0.4892328314671027,0.23743223007290004,0.20108057014365133
M-1189,Glass,274.22,93.18,0.76,7.18,35.93,False,False,False,True,False,False,False,False,False,0.49693278904280713,0.9286015164279697,0.76,0.12279622796227962,0.3594594594594595,0.20973179083142185,0.15393316695105685,0.6585492760104358,0.6891201355452993
M-0199,Steel,443.25,10.48,0.16,27.7,88.25,False,False,False,False,False,False,True,False,False,0.8739878203841264,0.05770850884582983,0.16,0.543460434604346,0.8831831831831832,0.5897579424442893,0.5728747021171767,0.5483843084066867,0.5614481179186482
M-1230,Glass,428.87,43.18,0.04,7.22,70.92,False,False,False,True,False,False,False,False,False,0.8419103705190836,0.40206402695871946,0.04,0.12361623616236161,0.7097097097097097,0.391198770726446,0.3539827025330884,0.6649713574429368,0.6965627927863854
M-0519,Cotton,320.01,52.56,0.81,14.13,48.49,False,False,True,False,False,False,False,False,False,0.5990764906645252,0.5008424599831509,0.81,0.2652726527265273,0.4851851851851852,0.2676450731173978,0.2177768768758191,0.555481404491071,0.5696730608936481
M-0917,Unknown,278.01,93.08,0.11,20.96,64.28,False,False,False,False,False,False,False,True,False,0.5053871377902697,0.9275484414490311,0.11,0.4052890528905289,0.6432432432432432,0.545849107409993,0.5244695208459594,0.689647196093351,0.7251600335940056
M-1485,Bamboo,350.51,28.43,0.5,8.89,9.69,False,True,False,False,False,False,False,False,False,0.6671128064422583,0.24673546756529063,0.5,0.15785157851578516,0.09679679679679679,0.3350312674297914,0.2920635426076959,0.423421097410423,0.4166261693080541
M-0383,Paper,86.47,5.41,0.66,10.14,67.13,False,False,False,False,True,False,False,False,False,0.0781190747061054,0.004317607413647853,0.66,0.1834768347683477,0.6717717717717717,0.24490892368383144,0.1927125035240403,0.24485950961943323,0.20968816823775527
M-1457,Wood,176.02,51.71,0.8,46.57,12.7,False,False,False,False,False,False,False,False,True,0.2778781592272859,0.49189132266217356,0.8,0.9302993029930299,0.12692692692692692,0.7054868891031252,0.7004545077980264,0.3017747737473932,0.27564821672710027
M-0851,Bamboo,136.34,13.8,0.2,18.27,66.8,False,True,False,False,False,False,False,False,False,0.18936402774989403,0.09267059814658805,0.2,0.3501435014350143,0.6684684684684684,0.48323925401416173,0.45544830220915455,0.297391462613961,0.27056832437598943
M-0936,Aluminum,437.91,55.88,0.39,40.33,76.81,True,False,False,False,False,False,False,False,False,0.8620758883758282,0.5358045492839091,0.39,0.8023780237802378,0.7686686686686687,0.6875599474012758,0.6806918139793728,0.6627540845366179,0.693993158248872
M-0844,Bamboo,96.85,84.78,0.31,25.1,89.48,False,True,False,False,False,False,False,False,False,0.10127372905931425,0.8401432181971357,0.31,0.490159901599016,0.8954954954954956,0.51154639140986,0.4866541430345326,0.559579040478955,0.5744218795558063
M-1418,Bamboo,106.82,20.26,0.5,37.48,68.55,False,True,False,False,False,False,False,False,False,0.12351379687256014,0.1606992417860152,0.5,0.7439524395243952,0.6859859859859859,0.6277728651160386,0.6147824234561752,0.26227651677525904,0.2298730282070367
M-0869,Bamboo,301.0,51.71,0.5,13.99,97.12,False,True,False,False,False,False,False,False,False,0.5566709049945348,0.49189132266217356,0.5,0.26240262402624026,0.971971971971972,0.310244377218547,0.26473842881481346,0.6351509116716183,0.6620033810154442
M-0395,Glass,170.16,9.58,0.92,30.22,93.36,False,False,False,True,False,False,False,False,False,0.26480626380244926,0.04823083403538332,0.92,0.595120951209512,0.9343343343343343,0.3876391372922737,0.3500585560257713,0.3369177559891571,0.3163760047509845
M-0231,Wood,200.41,31.2,0.83,40.77,19.41,False,False,False,False,False,False,False,False,True,0.33228490486069284,0.2759056444818871,0.83,0.8113981139811399,0.1940940940940941,0.6184294589792746,0.6044822351822797,0.27054569969060777,0.2394563221514764
M-1148,Plastic,134.61,85.26,0.5,17.15,49.05,False,False,False,False,False,True,False,False,False,0.18550491869102592,0.8451979780960406,0.5,0.3271832718327183,0.4907907907907908,0.3972308840205519,0.3606325154288679,0.5261858448503596,0.5357219484103705
M-0364,Plastic,291.64,75.39,0.09,12.99,19.13,False,False,False,False,False,True,False,False,False,0.5357915634968435,0.7412594776748105,0.09,0.24190241902419024,0.19129129129129127,0.49901232228538506,0.472836561958599,0.5610358807659181,0.5761102360528134
M-0766,Glass,53.4,36.73,0.41,37.92,82.06,False,False,False,True,False,False,False,False,False,0.004349862812019004,0.3341406908171861,0.41,0.7529725297252973,0.8212212212212212,0.6466613957130563,0.6356051746583292,0.3074186850419363,0.2821890396216521
M-0028,Plastic,375.01,53.1,0.57,17.3,45.34,False,False,False,False,False,True,False,False,False,0.7217649289522406,0.5065290648694187,0.57,0.33025830258302585,0.45365365365365373,0.3817896161844501,0.3436100330951845,0.587607798310009,0.6069048743017482
M-0974,Glass,95.47,6.82,0.42,18.97,74.82,False,False,False,True,False,False,False,False,False,0.0981953646077316,0.019165964616680714,0.42,0.3644936449364493,0.7487487487487487,0.4178213120869947,0.3833314415613794,0.25437685048464914,0.22071797323958908
M-1436,Plastic,472.24,58.75,0.94,1.79,14.93,False,False,False,False,False,True,False,False,False,0.9386557808561422,0.5660278011794441,0.94,0.012300123001230016,0.14924924924924923,0.1104551488758131,0.044490412523490994,0.655259091262182,0.685307085586578
M-0771,Steel,77.12,32.15,0.86,21.48,36.94,False,False,False,False,False,False,True,False,False,0.057262040197193775,0.2859098567818028,0.86,0.41594915949159494,0.36956956956956954,0.35461253873799997,0.3136499724561396,0.2524291619074032,0.21846076447554902
M-0229,Aluminum,273.36,51.71,0.05,38.55,77.12,True,False,False,False,False,False,False,False,False,0.4950143880077629,0.49189132266217356,0.05,0.7658876588765887,0.7717717717717718,0.767355418148776,0.7686584890947099,0.5231825872011733,0.532241423050408
M-0572,Glass,121.8,26.72,0.94,22.85,53.21,False,False,False,True,False,False,False,False,False,0.15692966606437797,0.22872788542544226,0.94,0.4440344403444035,0.5324324324324324,0.33117742096339886,0.28781505510736793,0.29706318547348326,0.2701878785248524
M-1186,Paper,412.25,41.98,0.35,28.55,12.19,False,False,False,False,True,False,False,False,False,0.8048361551674139,0.3894271272114574,0.35,0.5608856088560886,0.12182182182182182,0.619349183131471,0.605496140795394,0.48626795231136044,0.4894604372357016
M-1500,Bamboo,101.72,89.04,0.48,20.99,79.78,False,True,False,False,False,False,False,False,False,0.11213723259497199,0.8850042122999159,0.48,0.40590405904059035,0.7983983983983984,0.41970259558451434,0.38540537198219016,0.5680887794888313,0.5842839579687458
M-0542,Plastic,109.72,98.21,0.08,33.48,7.8,False,False,False,False,False,True,False,False,False,0.12998282361863972,0.9815711878685762,0.08,0.6619516195161951,0.07787787787787788,0.7653831839219293,0.7664842944210127,0.43842431764448164,0.4340136513710368
M-0116,Paper,301.84,9.16,0.35,49.52,30.34,False,False,False,False,True,False,False,False,False,0.5585446920520198,0.04380791912384162,0.35,0.9907749077490775,0.3035035035035035,0.8591145942990961,0.8698139752601833,0.27244662383734447,0.2416593348373426
M-0330,Cotton,477.48,66.54,0.23,22.52,73.83,False,False,True,False,False,False,False,False,False,0.9503446429766447,0.6480623420387532,0.23,0.4372693726937269,0.7388388388388388,0.5194777397323522,0.4953976761520824,0.7634832752537842,0.8107298967283622
M-0152,Glass,61.94,11.81,0.38,48.37,19.96,False,False,False,True,False,False,False,False,False,0.02340003122978429,0.07171440606571187,0.38,0.9671996719967199,0.1995995995995996,0.8463598432380719,0.8557531140076383,0.0764900057736716,0.014561943174035058
M-1234,Aluminum,267.34,92.52,0.84,1.49,47.71,True,False,False,False,False,False,False,False,False,0.48158558076245284,0.9216512215669755,0.84,0.006150061500615006,0.4773773773773774,0.10395229916263127,0.03732165892526436,0.6859933501407139,0.7209255306025639
M-0354,Cotton,467.49,35.17,0.17,33.12,61.34,False,False,True,False,False,False,False,False,False,0.9280599611858396,0.31771272114574556,0.17,0.6545715457154571,0.6138138138138138,0.6803615460478928,0.6727562829614964,0.5933260470072718,0.6135318480516653
M-0529,Plastic,114.12,51.71,0.13,41.33,75.84,False,False,False,False,False,True,False,False,False,0.13979789868165698,0.49189132266217356,0.13,0.8228782287822878,0.758958958958959,0.7788310413734768,0.7813092374454226,0.39059519638390366,0.3785836853349016
M-0299,Steel,441.54,43.68,0.85,13.62,20.52,False,False,False,False,False,False,True,False,False,0.8701733253028174,0.40732940185341193,0.85,0.25481754817548175,0.2052052052052052,0.27737000838476855,0.2284976635717142,0.5626852407281732,0.5780217068112049
M-0911,Glass,320.27,47.17,0.51,8.58,3.84,False,False,False,True,False,False,False,False,False,0.5996564723727943,0.44408171861836565,0.51,0.15149651496514965,0.038238238238238235,0.334074085155266,0.2910083430909743,0.4578063629980386,0.45647582686879157
M-1389,Bamboo,134.34,32.69,0.68,5.18,53.9,False,True,False,False,False,False,False,False,False,0.1849026299939771,0.29159646166807074,0.68,0.08179581795817957,0.5393393393393393,0.19114355684097378,0.13344146328557233,0.36646296815376667,0.3506164437064153
M-1098,Wood,138.86,24.21,0.5,49.02,49.4,False,False,False,False,False,False,False,False,True,0.1949853889223494,0.20229570345408593,0.5,0.9805248052480526,0.4942942942942943,0.7888854537194021,0.7923932402844853,0.23985476066580597,0.20388808123620722
M-0271,Wood,363.84,70.79,0.41,41.88,55.07,False,False,False,False,False,False,False,False,True,0.6968480224854446,0.6928180286436395,0.41,0.8341533415334154,0.5510510510510511,0.7223868998149441,0.719085110986477,0.6131779939520481,0.636538600337685
M-1350,Steel,228.19,67.86,0.04,25.1,47.71,False,False,False,False,False,False,True,False,False,0.3942537196903789,0.6619629317607414,0.04,0.490159901599016,0.4773773773773774,0.6343582032216718,0.6220421124114036,0.516135313323466,0.524074219861362
M-0130,Paper,149.89,80.85,0.23,12.68,26.56,False,False,False,False,True,False,False,False,False,0.2195899975462312,0.7987573715248526,0.23,0.2355473554735547,0.2656656656656657,0.44576184671756625,0.414133138817778,0.485999976760657,0.48914987590230224
M-1245,Bamboo,388.12,67.61,0.07,48.34,11.68,False,True,False,False,False,False,False,False,False,0.7510093912422762,0.6593302443133952,0.07,0.9665846658466585,0.11671671671671671,0.9472791278363234,0.9670067207344931,0.5203037492031625,0.5289050896985177
M-1152,Steel,52.35,14.02,0.48,44.24,22.11,False,False,False,False,False,False,True,False,False,0.002007628990162616,0.09498736310025273,0.48,0.8825338253382534,0.22112112112112112,0.76340818309084,0.7643070498376616,0.08991908892204425,0.030125131524398163
M-1134,Bamboo,392.5,29.66,0.18,13.09,88.78,False,True,False,False,False,False,False,False,False,0.7607798523277343,0.2596882898062342,0.18,0.24395243952439521,0.8884884884884885,0.40352261486578833,0.36756853119506844,0.6104663034921471,0.6333959770543943
M-1249,Plastic,75.67,23.68,0.82,11.87,90.84,False,False,False,False,False,True,False,False,False,0.054027526824154015,0.1967144060657119,0.82,0.2189421894218942,0.9091091091091091,0.1944544027422256,0.13709134595465217,0.34768727939108546,0.32885698497100535
M-0531,Aluminum,328.17,9.75,0.5,32.96,57.03,True,False,False,False,False,False,False,False,False,0.6172789935086663,0.05002106149957877,0.5,0.6512915129151292,0.5706706706706707,0.5837078406820104,0.5662050587006827,0.38256000209550695,0.3692715647112957
M-0652,Cotton,125.43,77.73,0.52,27.6,69.06,False,False,True,False,False,False,False,False,False,0.1650271029913672,0.7659014321819715,0.52,0.541410414104141,0.6910910910910911,0.49973713935337544,0.4736356016401835,0.5099021641184727,0.5168505193286134
M-1217,Unknown,133.01,48.24,0.97,27.37,27.49,False,False,False,False,False,False,False,True,False,0.18193580048629232,0.4553496208930076,0.97,0.5366953669536696,0.274974974974975,0.40351972267470426,0.36756534283824716,0.324375355782383,0.30184040804442064
M-1069,Steel,331.1,81.43,0.89,32.74,90.59,False,False,False,False,False,False,True,False,False,0.6238149412210846,0.804865206402696,0.89,0.6467814678146782,0.9066066066066066,0.4304082200281462,0.39720727224692765,0.7166812262081768,0.7564902218055073
M-0188,Bamboo,461.43,37.34,0.16,42.24,76.63,False,True,False,False,False,False,False,False,False,0.9145419259854113,0.34056444818871107,0.16,0.8415334153341534,0.7668668668668669,0.7802333625138054,0.7828551588743342,0.6085072628009008,0.6311256121361768
M-1337,Glass,97.46,48.13,0.77,24.06,95.06,False,False,False,True,False,False,False,False,False,0.10263445537486893,0.4541912384161752,0.77,0.46883968839688395,0.9513513513513514,0.3551686779029952,0.31426306130426307,0.4382752942574474,0.4338409456832845
M-0995,Paper,237.27,71.7,0.23,38.09,46.34,False,False,False,False,True,False,False,False,False,0.41450846550224185,0.7024010109519798,0.23,0.7564575645756458,0.46366366366366374,0.738508172379021,0.7368572317949049,0.5080052930341458,0.5146522038043465
M-0156,Plastic,451.7,62.55,0.48,44.88,47.71,False,False,False,False,False,True,False,False,False,0.8928372259028754,0.606044650379107,0.48,0.8956539565395655,0.4773773773773774,0.7456546361860016,0.7447355067651904,0.6305187365202128,0.6566350760048425
M-0120,Steel,475.75,74.27,0.07,9.35,47.71,False,False,False,False,False,False,True,False,False,0.9464855339177765,0.7294650379106993,0.07,0.16728167281672815,0.4773773773773774,0.4316312659522991,0.3985555603446511,0.7653300083337692,0.8128701064834961
M-1163,Plastic,498.35,7.13,0.53,25.1,53.75,False,False,False,False,False,True,False,False,False,0.9968993285596377,0.022430497051390053,0.53,0.490159901599016,0.5378378378378379,0.4813121571756258,0.4533238670761418,0.5153170163715256,0.5231258818811092
M-1441,Aluminum,167.13,83.55,0.33,39.72,87.34,True,False,False,False,False,False,False,False,False,0.2580472462022351,0.827190395956192,0.33,0.7898728987289872,0.8740740740740741,0.687516331829985,0.6806437320925969,0.5756606996973656,0.5930591825374923
M-0602,Cotton,310.4,27.84,0.6,48.03,4.22,False,False,True,False,False,False,False,False,False,0.5776394744473443,0.24052232518955347,0.6,0.9602296022960229,0.04204204204204204,0.7919335571734095,0.7957534751918658,0.2987420780517203,0.27213357512427333
M-1034,Unknown,336.74,88.84,0.29,35.97,1.3,False,False,False,False,False,False,False,True,False,0.6363960828927703,0.8828980623420388,0.29,0.7129971299712997,0.012812812812812813,0.7395169967014985,0.7379693616011772,0.5630158003976158,0.5784047979232138
